patch,champion,role,opponent,games,wins,winrate
16.4,KogMaw,BOT,Ziggs,1,0,0.0
16.4,KogMaw,BOT,Brand,1,0,0.0
16.4,Lucian,BOT,Kaisa,17,12,0.7059
16.4,Lucian,BOT,Yunara,14,12,0.8571
16.4,Lucian,BOT,Caitlyn,12,4,0.3333
16.4,Lucian,BOT,Ezreal,12,7,0.5833
16.4,Lucian,BOT,Twitch,12,5,0.4167
16.4,Lucian,BOT,Smolder,10,7,0.7
16.4,Lucian,BOT,Jhin,10,7,0.7
16.4,Lucian,BOT,Aphelios,10,5,0.5
16.4,Lucian,BOT,Jinx,10,6,0.6
16.4,Lucian,BOT,Tristana,8,2,0.25
16.4,Lucian,BOT,Ashe,7,2,0.2857
16.4,Lucian,BOT,Corki,6,3,0.5
16.4,Lucian,BOT,Draven,6,3,0.5
16.4,Lucian,BOT,Samira,5,2,0.4
16.4,Lucian,BOT,MissFortune,5,1,0.2
16.4,Lucian,BOT,Sivir,5,3,0.6
16.4,Lucian,BOT,Lux,4,3,0.75
16.4,Lucian,BOT,Ziggs,4,2,0.5
16.4,Lucian,BOT,Xayah,4,2,0.5
16.4,Lucian,BOT,Swain,3,2,0.6667
16.4,Lucian,BOT,Senna,3,1,0.3333
16.4,Lucian,BOT,Yasuo,3,2,0.6667
16.4,Lucian,BOT,KogMaw,3,1,0.3333
16.4,Lucian,BOT,Varus,3,1,0.3333
16.4,Lucian,BOT,Brand,2,1,0.5
16.4,Lucian,BOT,Vayne,2,1,0.5
16.4,Lucian,BOT,AurelionSol,2,2,1.0
16.4,Lucian,BOT,TahmKench,2,1,0.5
16.4,Lucian,BOT,Veigar,2,1,0.5
16.4,Lucian,BOT,Mel,2,2,1.0
16.4,Lucian,BOT,Talon,1,1,1.0
16.4,Lucian,BOT,Karthus,1,0,0.0
16.4,Lucian,BOT,Ekko,1,1,1.0
16.4,Lucian,BOT,Pyke,1,1,1.0
16.4,Lucian,BOT,Riven,1,1,1.0
16.4,Lucian,BOT,Kalista,1,1,1.0
16.4,Lucian,BOT,Nautilus,1,0,0.0
16.4,Lucian,BOT,Taliyah,1,1,1.0
16.4,Lucian,BOT,Xerath,1,0,0.0
16.4,Lucian,BOT,Vladimir,1,0,0.0
16.4,Lucian,BOT,Zeri,1,1,1.0
16.4,Lucian,BOT,Heimerdinger,1,1,1.0
16.4,Lucian,BOT,Viktor,1,0,0.0
16.4,Lucian,BOT,Nilah,1,1,1.0
16.4,Lucian,BOT,Syndra,1,1,1.0
16.4,Lucian,BOT,Zed,1,1,1.0
16.4,Lucian,BOT,Aurora,1,0,0.0
16.4,Lux,BOT,Lucian,4,1,0.25
16.4,Lux,BOT,Jinx,4,1,0.25
16.4,Lux,BOT,Corki,3,1,0.3333
16.4,Lux,BOT,Ezreal,2,2,1.0
16.4,Lux,BOT,Sivir,2,2,1.0
16.4,Lux,BOT,Kaisa,2,1,0.5
16.4,Lux,BOT,Zeri,1,1,1.0
16.4,Lux,BOT,Caitlyn,1,1,1.0
16.4,Lux,BOT,MissFortune,1,0,0.0
16.4,Lux,BOT,Aphelios,1,1,1.0
16.4,Lux,BOT,Xayah,1,0,0.0
16.4,Lux,BOT,Varus,1,0,0.0
16.4,Lux,BOT,Tristana,1,0,0.0
16.4,Lux,BOT,Vayne,1,1,1.0
16.4,Lux,BOT,Xerath,1,1,1.0
16.4,Lux,BOT,Draven,1,1,1.0
16.4,Lux,BOT,Yunara,1,0,0.0
16.4,Lux,BOT,Ashe,1,0,0.0
16.4,Lux,BOT,Jhin,1,1,1.0
16.4,Lux,BOT,Senna,1,0,0.0
16.4,Malzahar,BOT,Jinx,1,1,1.0
16.4,Malzahar,BOT,Jhin,1,0,0.0
16.4,Mel,BOT,Jinx,6,4,0.6667
16.4,Mel,BOT,Yunara,5,2,0.4
16.4,Mel,BOT,Smolder,5,4,0.8
16.4,Mel,BOT,Caitlyn,4,3,0.75
16.4,Mel,BOT,Vayne,4,2,0.5
16.4,Mel,BOT,MissFortune,4,3,0.75
16.4,Mel,BOT,Swain,4,2,0.5
16.4,Mel,BOT,Kaisa,3,1,0.3333
16.4,Mel,BOT,Draven,3,1,0.3333
16.4,Mel,BOT,Jhin,3,2,0.6667
16.4,Mel,BOT,Tristana,2,2,1.0
16.4,Mel,BOT,Ziggs,2,0,0.0
16.4,Mel,BOT,Samira,2,2,1.0
16.4,Mel,BOT,Aphelios,2,1,0.5
16.4,Mel,BOT,Lucian,2,0,0.0
16.4,Mel,BOT,Ezreal,2,1,0.5
16.4,Mel,BOT,Viktor,2,1,0.5
16.4,Mel,BOT,Velkoz,1,0,0.0
16.4,Mel,BOT,Senna,1,1,1.0
16.4,Mel,BOT,Sivir,1,1,1.0
16.4,Mel,BOT,Yasuo,1,0,0.0
16.4,Mel,BOT,Ashe,1,0,0.0
16.4,Mel,BOT,Corki,1,0,0.0
16.4,Mel,BOT,Hwei,1,1,1.0
16.4,Mel,BOT,Veigar,1,1,1.0
16.4,Mel,BOT,Brand,1,0,0.0
16.4,Mel,BOT,Seraphine,1,0,0.0
16.4,Mel,BOT,Akshan,1,0,0.0
16.4,MissFortune,BOT,Ezreal,14,5,0.3571
16.4,MissFortune,BOT,Caitlyn,12,5,0.4167
16.4,MissFortune,BOT,Kaisa,8,3,0.375
16.4,MissFortune,BOT,Jinx,8,4,0.5
16.4,MissFortune,BOT,Yunara,8,2,0.25
16.4,MissFortune,BOT,Xayah,7,3,0.4286
16.4,MissFortune,BOT,Jhin,7,4,0.5714
16.4,MissFortune,BOT,Twitch,6,3,0.5
16.4,MissFortune,BOT,Smolder,6,3,0.5
16.4,MissFortune,BOT,Vayne,6,3,0.5
16.4,MissFortune,BOT,Lucian,5,4,0.8
16.4,MissFortune,BOT,Draven,5,2,0.4
16.4,MissFortune,BOT,Ashe,4,1,0.25
16.4,MissFortune,BOT,Samira,4,1,0.25
16.4,MissFortune,BOT,Swain,4,3,0.75
16.4,MissFortune,BOT,Corki,4,1,0.25
16.4,MissFortune,BOT,Mel,4,1,0.25
16.4,MissFortune,BOT,Zeri,3,2,0.6667
16.4,MissFortune,BOT,Brand,3,1,0.3333
16.4,MissFortune,BOT,Kalista,3,3,1.0
16.4,MissFortune,BOT,Varus,2,2,1.0
16.4,MissFortune,BOT,Akshan,2,0,0.0
16.4,MissFortune,BOT,Ziggs,2,0,0.0
16.4,MissFortune,BOT,Sivir,2,0,0.0
16.4,MissFortune,BOT,KogMaw,2,1,0.5
16.4,MissFortune,BOT,Aphelios,2,1,0.5
16.4,MissFortune,BOT,Naafiri,1,0,0.0
16.4,MissFortune,BOT,Lux,1,1,1.0
16.4,MissFortune,BOT,Nilah,1,0,0.0
16.4,MissFortune,BOT,Seraphine,1,1,1.0
16.4,MissFortune,BOT,Karthus,1,1,1.0
16.4,MissFortune,BOT,Fizz,1,0,0.0
16.4,MissFortune,BOT,AurelionSol,1,0,0.0
16.4,MissFortune,BOT,Irelia,1,0,0.0
16.4,MissFortune,BOT,Senna,1,0,0.0
16.4,MissFortune,BOT,Kayle,1,1,1.0
16.4,Morgana,BOT,Jinx,1,0,0.0
16.4,Morgana,BOT,Jhin,1,0,0.0
16.4,Naafiri,BOT,MissFortune,1,1,1.0
16.4,Nautilus,BOT,Lucian,1,1,1.0
16.4,Neeko,BOT,Twitch,1,1,1.0
16.4,Neeko,BOT,Senna,1,1,1.0
16.4,Neeko,BOT,Ziggs,1,1,1.0
16.4,Nidalee,BOT,Corki,1,0,0.0
16.4,Nidalee,BOT,Ashe,1,0,0.0
16.4,Nilah,BOT,Jinx,2,1,0.5
16.4,Nilah,BOT,Caitlyn,2,1,0.5
16.4,Nilah,BOT,Smolder,2,1,0.5
16.4,Nilah,BOT,Seraphine,2,1,0.5
16.4,Nilah,BOT,Varus,2,1,0.5
16.4,Nilah,BOT,Kaisa,2,2,1.0
16.4,Nilah,BOT,Jhin,2,0,0.0
16.4,Nilah,BOT,Aphelios,2,1,0.5
16.4,Nilah,BOT,Twitch,2,1,0.5
16.4,Nilah,BOT,Veigar,1,1,1.0
16.4,Nilah,BOT,Ziggs,1,0,0.0
16.4,Nilah,BOT,MissFortune,1,1,1.0
16.4,Nilah,BOT,Corki,1,0,0.0
16.4,Nilah,BOT,Yunara,1,1,1.0
16.4,Nilah,BOT,Lucian,1,0,0.0
16.4,Nilah,BOT,Ashe,1,0,0.0
16.4,Nilah,BOT,Velkoz,1,0,0.0
16.4,Nilah,BOT,Senna,1,1,1.0
16.4,Olaf,BOT,Kaisa,1,1,1.0
16.4,Orianna,BOT,Kaisa,1,1,1.0
16.4,Pantheon,BOT,Smolder,1,0,0.0
16.4,Pyke,BOT,Lucian,1,0,0.0
16.4,Pyke,BOT,Vladimir,1,0,0.0
16.4,Quinn,BOT,Samira,1,1,1.0
16.4,Rengar,BOT,Aphelios,1,0,0.0
16.4,Rengar,BOT,Yasuo,1,1,1.0
16.4,Rengar,BOT,Ashe,1,1,1.0
16.4,Riven,BOT,Lucian,1,0,0.0
16.4,Ryze,BOT,Yunara,1,0,0.0
16.4,Ryze,BOT,Caitlyn,1,1,1.0
16.4,Samira,BOT,Twitch,8,3,0.375
16.4,Samira,BOT,Kaisa,7,3,0.4286
16.4,Samira,BOT,Caitlyn,6,3,0.5
16.4,Samira,BOT,Jinx,6,3,0.5
16.4,Samira,BOT,Yunara,6,4,0.6667
16.4,Samira,BOT,Lucian,5,3,0.6
16.4,Samira,BOT,Corki,5,2,0.4
16.4,Samira,BOT,MissFortune,4,3,0.75
16.4,Samira,BOT,Jhin,4,3,0.75
16.4,Samira,BOT,Ezreal,3,2,0.6667
16.4,Samira,BOT,Xayah,3,3,1.0
16.4,Samira,BOT,Smolder,3,1,0.3333
16.4,Samira,BOT,Aphelios,3,2,0.6667
16.4,Samira,BOT,Yasuo,2,0,0.0
16.4,Samira,BOT,Sivir,2,1,0.5
16.4,Samira,BOT,Senna,2,2,1.0
16.4,Samira,BOT,Mel,2,0,0.0
16.4,Samira,BOT,Tristana,2,1,0.5
16.4,Samira,BOT,Seraphine,2,2,1.0
16.4,Samira,BOT,Swain,2,0,0.0
16.4,Samira,BOT,Ashe,2,1,0.5
16.4,Samira,BOT,Irelia,1,1,1.0
16.4,Samira,BOT,Draven,1,1,1.0
16.4,Samira,BOT,KogMaw,1,1,1.0
16.4,Samira,BOT,Quinn,1,0,0.0
16.4,Samira,BOT,Veigar,1,1,1.0
16.4,Samira,BOT,Brand,1,0,0.0
16.4,Samira,BOT,Zeri,1,0,0.0
16.4,Samira,BOT,Viktor,1,1,1.0
16.4,Samira,BOT,Ziggs,1,0,0.0
16.4,Samira,BOT,Heimerdinger,1,0,0.0
16.4,Senna,BOT,Ezreal,12,8,0.6667
16.4,Senna,BOT,Kaisa,8,3,0.375
16.4,Senna,BOT,Jinx,8,4,0.5
16.4,Senna,BOT,Caitlyn,5,1,0.2
16.4,Senna,BOT,Yunara,4,2,0.5
16.4,Senna,BOT,Veigar,4,0,0.0
16.4,Senna,BOT,Smolder,4,2,0.5
16.4,Senna,BOT,Draven,4,2,0.5
16.4,Senna,BOT,Twitch,4,0,0.0
16.4,Senna,BOT,Aphelios,4,4,1.0
16.4,Senna,BOT,Sivir,3,2,0.6667
16.4,Senna,BOT,Brand,3,1,0.3333
16.4,Senna,BOT,Lucian,3,2,0.6667
16.4,Senna,BOT,Tristana,3,0,0.0
16.4,Senna,BOT,Ashe,2,1,0.5
16.4,Senna,BOT,Samira,2,0,0.0
16.4,Senna,BOT,AurelionSol,2,1,0.5
16.4,Senna,BOT,Xayah,2,1,0.5
16.4,Senna,BOT,Mel,1,0,0.0
16.4,Senna,BOT,Anivia,1,1,1.0
16.4,Senna,BOT,Neeko,1,0,0.0
16.4,Senna,BOT,Varus,1,1,1.0
16.4,Senna,BOT,MissFortune,1,1,1.0
16.4,Senna,BOT,Hwei,1,0,0.0
16.4,Senna,BOT,KogMaw,1,1,1.0
16.4,Senna,BOT,Jhin,1,1,1.0
16.4,Senna,BOT,Udyr,1,0,0.0
16.4,Senna,BOT,Corki,1,1,1.0
16.4,Senna,BOT,Yone,1,0,0.0
16.4,Senna,BOT,Ziggs,1,1,1.0
16.4,Senna,BOT,Lux,1,1,1.0
16.4,Senna,BOT,Vayne,1,1,1.0
16.4,Senna,BOT,Nilah,1,0,0.0
16.4,Seraphine,BOT,Jinx,6,4,0.6667
16.4,Seraphine,BOT,Caitlyn,5,2,0.4
16.4,Seraphine,BOT,Kaisa,5,4,0.8
16.4,Seraphine,BOT,Smolder,4,3,0.75
16.4,Seraphine,BOT,Jhin,4,2,0.5
16.4,Seraphine,BOT,Tristana,3,0,0.0
16.4,Seraphine,BOT,Aphelios,3,2,0.6667
16.4,Seraphine,BOT,Nilah,2,1,0.5
16.4,Seraphine,BOT,Samira,2,0,0.0
16.4,Seraphine,BOT,Brand,1,0,0.0
16.4,Seraphine,BOT,Xayah,1,0,0.0
16.4,Seraphine,BOT,MissFortune,1,0,0.0
16.4,Seraphine,BOT,Zeri,1,0,0.0
16.4,Seraphine,BOT,Twitch,1,0,0.0
16.4,Seraphine,BOT,Sivir,1,0,0.0
16.4,Seraphine,BOT,Veigar,1,0,0.0
16.4,Seraphine,BOT,Syndra,1,0,0.0
16.4,Seraphine,BOT,Ezreal,1,1,1.0
16.4,Seraphine,BOT,Varus,1,0,0.0
16.4,Seraphine,BOT,Vayne,1,1,1.0
16.4,Seraphine,BOT,Mel,1,1,1.0
16.4,Seraphine,BOT,Yunara,1,0,0.0
16.4,Sett,BOT,Jinx,1,1,1.0
16.4,Sett,BOT,Smolder,1,0,0.0
16.4,Sivir,BOT,Caitlyn,13,5,0.3846
16.4,Sivir,BOT,Yunara,11,6,0.5455
16.4,Sivir,BOT,Jinx,10,4,0.4
16.4,Sivir,BOT,Kaisa,10,4,0.4
16.4,Sivir,BOT,Ezreal,9,4,0.4444
16.4,Sivir,BOT,Smolder,7,3,0.4286
16.4,Sivir,BOT,Ashe,7,5,0.7143
16.4,Sivir,BOT,Lucian,5,2,0.4
16.4,Sivir,BOT,Jhin,5,4,0.8
16.4,Sivir,BOT,Varus,5,3,0.6
16.4,Sivir,BOT,Ziggs,5,2,0.4
16.4,Sivir,BOT,Veigar,5,2,0.4
16.4,Sivir,BOT,KogMaw,4,2,0.5
16.4,Sivir,BOT,Twitch,4,3,0.75
16.4,Sivir,BOT,Brand,4,1,0.25
16.4,Sivir,BOT,Xerath,4,1,0.25
16.4,Sivir,BOT,Swain,3,2,0.6667
16.4,Sivir,BOT,Senna,3,1,0.3333
16.4,Sivir,BOT,Vayne,3,1,0.3333
16.4,Sivir,BOT,Draven,3,2,0.6667
16.4,Sivir,BOT,Samira,2,1,0.5
16.4,Sivir,BOT,Aphelios,2,2,1.0
16.4,Sivir,BOT,Corki,2,2,1.0
16.4,Sivir,BOT,Xayah,2,2,1.0
16.4,Sivir,BOT,MissFortune,2,2,1.0
16.4,Sivir,BOT,Lux,2,0,0.0
16.4,Sivir,BOT,Hwei,2,1,0.5
16.4,Sivir,BOT,Tristana,1,1,1.0
16.4,Sivir,BOT,Yasuo,1,1,1.0
16.4,Sivir,BOT,Zeri,1,1,1.0
16.4,Sivir,BOT,Mel,1,0,0.0
16.4,Sivir,BOT,Seraphine,1,1,1.0
16.4,Sivir,BOT,Kayle,1,0,0.0
16.4,Sivir,BOT,AurelionSol,1,0,0.0
16.4,Sivir,BOT,Heimerdinger,1,0,0.0
16.4,Sivir,BOT,TahmKench,1,1,1.0
16.4,Sivir,BOT,Velkoz,1,0,0.0
16.4,Sivir,BOT,Viktor,1,0,0.0
16.4,Smolder,BOT,Ezreal,30,11,0.3667
16.4,Smolder,BOT,Jinx,28,14,0.5
16.4,Smolder,BOT,Yunara,18,7,0.3889
16.4,Smolder,BOT,Caitlyn,17,14,0.8235
16.4,Smolder,BOT,Kaisa,14,5,0.3571
16.4,Smolder,BOT,Jhin,12,6,0.5
16.4,Smolder,BOT,Lucian,10,3,0.3
16.4,Smolder,BOT,Aphelios,8,4,0.5
16.4,Smolder,BOT,Sivir,7,4,0.5714
16.4,Smolder,BOT,Corki,7,4,0.5714
16.4,Smolder,BOT,Xayah,6,2,0.3333
16.4,Smolder,BOT,Varus,6,3,0.5
16.4,Smolder,BOT,KogMaw,6,3,0.5
16.4,Smolder,BOT,Draven,6,3,0.5
16.4,Smolder,BOT,Tristana,6,4,0.6667
16.4,Smolder,BOT,MissFortune,6,3,0.5
16.4,Smolder,BOT,Mel,5,1,0.2
16.4,Smolder,BOT,Vayne,5,1,0.2
16.4,Smolder,BOT,Twitch,5,2,0.4
16.4,Smolder,BOT,Senna,4,2,0.5
16.4,Smolder,BOT,Seraphine,4,1,0.25
16.4,Smolder,BOT,Ashe,4,2,0.5
16.4,Smolder,BOT,Zeri,4,3,0.75
16.4,Smolder,BOT,Veigar,3,3,1.0
16.4,Smolder,BOT,Hwei,3,1,0.3333
16.4,Smolder,BOT,Samira,3,2,0.6667
16.4,Smolder,BOT,Swain,3,1,0.3333
16.4,Smolder,BOT,Nilah,2,1,0.5
16.4,Smolder,BOT,AurelionSol,2,1,0.5
16.4,Smolder,BOT,Brand,1,1,1.0
16.4,Smolder,BOT,Yasuo,1,1,1.0
16.4,Smolder,BOT,Pantheon,1,1,1.0
16.4,Smolder,BOT,Sett,1,1,1.0
16.4,Smolder,BOT,Syndra,1,0,0.0
16.4,Smolder,BOT,Karthus,1,0,0.0
16.4,Smolder,BOT,Yone,1,0,0.0
16.4,Smolder,BOT,Katarina,1,0,0.0
16.4,Smolder,BOT,Ziggs,1,0,0.0
16.4,Swain,BOT,Kaisa,8,3,0.375
16.4,Swain,BOT,Ezreal,8,5,0.625
16.4,Swain,BOT,Yunara,5,4,0.8
16.4,Swain,BOT,Jhin,5,3,0.6
16.4,Swain,BOT,Caitlyn,4,3,0.75
16.4,Swain,BOT,MissFortune,4,1,0.25
16.4,Swain,BOT,Mel,4,2,0.5
16.4,Swain,BOT,Jinx,4,3,0.75
16.4,Swain,BOT,Sivir,3,1,0.3333
16.4,Swain,BOT,Lucian,3,1,0.3333
16.4,Swain,BOT,Draven,3,1,0.3333
16.4,Swain,BOT,Smolder,3,2,0.6667
16.4,Swain,BOT,Xayah,2,1,0.5
16.4,Swain,BOT,Tristana,2,1,0.5
16.4,Swain,BOT,AurelionSol,2,1,0.5
16.4,Swain,BOT,Samira,2,2,1.0
16.4,Swain,BOT,Varus,1,0,0.0
16.4,Swain,BOT,Veigar,1,1,1.0
16.4,Swain,BOT,Hwei,1,0,0.0
16.4,Swain,BOT,Corki,1,1,1.0
16.4,Swain,BOT,Ziggs,1,1,1.0
16.4,Swain,BOT,Zeri,1,0,0.0
16.4,Swain,BOT,Twitch,1,1,1.0
16.4,Swain,BOT,Akshan,1,0,0.0
16.4,Swain,BOT,Brand,1,0,0.0
16.4,Syndra,BOT,Caitlyn,1,0,0.0
16.4,Syndra,BOT,Aphelios,1,0,0.0
16.4,Syndra,BOT,Jhin,1,1,1.0
16.4,Syndra,BOT,Kalista,1,0,0.0
16.4,Syndra,BOT,Yasuo,1,0,0.0
16.4,Syndra,BOT,Smolder,1,1,1.0
16.4,Syndra,BOT,Kaisa,1,0,0.0
16.4,Syndra,BOT,Seraphine,1,1,1.0
16.4,Syndra,BOT,Vladimir,1,0,0.0
16.4,Syndra,BOT,Lucian,1,0,0.0
16.4,Syndra,BOT,Corki,1,0,0.0
16.4,TahmKench,BOT,Lucian,2,1,0.5
16.4,TahmKench,BOT,Twitch,1,0,0.0
16.4,TahmKench,BOT,Yunara,1,1,1.0
16.4,TahmKench,BOT,Yasuo,1,1,1.0
16.4,TahmKench,BOT,Ezreal,1,1,1.0
16.4,TahmKench,BOT,Sivir,1,0,0.0
16.4,Taliyah,BOT,Yunara,1,1,1.0
16.4,Taliyah,BOT,Xayah,1,0,0.0
16.4,Taliyah,BOT,Aphelios,1,1,1.0
16.4,Taliyah,BOT,Lucian,1,0,0.0
16.4,Talon,BOT,Lucian,1,0,0.0
16.4,Teemo,BOT,Vayne,1,0,0.0
16.4,Teemo,BOT,Jhin,1,0,0.0
16.4,Thresh,BOT,Corki,1,0,0.0
16.4,Tristana,BOT,Jinx,11,8,0.7273
16.4,Tristana,BOT,Caitlyn,8,4,0.5
16.4,Tristana,BOT,Lucian,8,6,0.75
16.4,Tristana,BOT,Kaisa,6,5,0.8333
16.4,Tristana,BOT,Jhin,6,3,0.5
16.4,Tristana,BOT,Smolder,6,2,0.3333
16.4,Tristana,BOT,Ezreal,6,4,0.6667
16.4,Tristana,BOT,Yunara,5,4,0.8
16.4,Tristana,BOT,Ashe,5,2,0.4
16.4,Tristana,BOT,Corki,4,1,0.25
16.4,Tristana,BOT,Twitch,4,3,0.75
16.4,Tristana,BOT,Ziggs,3,1,0.3333
16.4,Tristana,BOT,Draven,3,1,0.3333
16.4,Tristana,BOT,Hwei,3,0,0.0
16.4,Tristana,BOT,Xayah,3,1,0.3333
16.4,Tristana,BOT,Senna,3,3,1.0
16.4,Tristana,BOT,Seraphine,3,3,1.0
16.4,Tristana,BOT,Vayne,3,1,0.3333
16.4,Tristana,BOT,Swain,2,1,0.5
16.4,Tristana,BOT,Mel,2,0,0.0
16.4,Tristana,BOT,Samira,2,1,0.5
16.4,Tristana,BOT,Sivir,1,0,0.0
16.4,Tristana,BOT,Karthus,1,1,1.0
16.4,Tristana,BOT,Varus,1,0,0.0
16.4,Tristana,BOT,Yasuo,1,1,1.0
16.4,Tristana,BOT,Aphelios,1,1,1.0
16.4,Tristana,BOT,Lux,1,1,1.0
16.4,Tristana,BOT,Zeri,1,0,0.0
16.4,Tristana,BOT,Viktor,1,0,0.0
16.4,Tristana,BOT,Kalista,1,1,1.0
16.4,Tristana,BOT,Akshan,1,1,1.0
16.4,Tristana,BOT,AurelionSol,1,1,1.0
16.4,Tryndamere,BOT,Jhin,1,0,0.0
16.4,Tryndamere,BOT,Ziggs,1,1,1.0
16.4,Tryndamere,BOT,Karthus,1,0,0.0
16.4,TwistedFate,BOT,Xayah,1,0,0.0
16.4,TwistedFate,BOT,Yunara,1,0,0.0
16.4,Twitch,BOT,Ezreal,14,6,0.4286
16.4,Twitch,BOT,Jinx,12,9,0.75
16.4,Twitch,BOT,Lucian,12,7,0.5833
16.4,Twitch,BOT,Draven,10,5,0.5
16.4,Twitch,BOT,Aphelios,9,3,0.3333
16.4,Twitch,BOT,Samira,8,5,0.625
16.4,Twitch,BOT,Kaisa,7,3,0.4286
16.4,Twitch,BOT,Yunara,6,2,0.3333
16.4,Twitch,BOT,MissFortune,6,3,0.5
16.4,Twitch,BOT,Jhin,5,4,0.8
16.4,Twitch,BOT,Veigar,5,3,0.6
16.4,Twitch,BOT,Smolder,5,3,0.6
16.4,Twitch,BOT,Ashe,4,2,0.5
16.4,Twitch,BOT,Zeri,4,2,0.5
16.4,Twitch,BOT,Senna,4,4,1.0
16.4,Twitch,BOT,Sivir,4,1,0.25
16.4,Twitch,BOT,Corki,4,1,0.25
16.4,Twitch,BOT,Caitlyn,4,1,0.25
16.4,Twitch,BOT,Tristana,4,1,0.25
16.4,Twitch,BOT,Brand,3,1,0.3333
16.4,Twitch,BOT,Vayne,3,0,0.0
16.4,Twitch,BOT,KogMaw,3,0,0.0
16.4,Twitch,BOT,Varus,2,1,0.5
16.4,Twitch,BOT,Hwei,2,1,0.5
16.4,Twitch,BOT,Velkoz,2,2,1.0
16.4,Twitch,BOT,Xayah,2,0,0.0
16.4,Twitch,BOT,Nilah,2,1,0.5
16.4,Twitch,BOT,TahmKench,1,1,1.0
16.4,Twitch,BOT,Neeko,1,0,0.0
16.4,Twitch,BOT,Seraphine,1,1,1.0
16.4,Twitch,BOT,Swain,1,0,0.0
16.4,Twitch,BOT,Ziggs,1,0,0.0
16.4,Twitch,BOT,Vladimir,1,1,1.0
16.4,Udyr,BOT,Varus,1,0,0.0
16.4,Udyr,BOT,Kaisa,1,0,0.0
16.4,Udyr,BOT,Senna,1,1,1.0
16.4,Varus,BOT,Ezreal,8,6,0.75
16.4,Varus,BOT,Yunara,8,4,0.5
16.4,Varus,BOT,Caitlyn,8,4,0.5
16.4,Varus,BOT,Kaisa,8,4,0.5
16.4,Varus,BOT,Jinx,7,2,0.2857
16.4,Varus,BOT,Smolder,6,3,0.5
16.4,Varus,BOT,Jhin,5,1,0.2
16.4,Varus,BOT,Sivir,5,2,0.4
16.4,Varus,BOT,Ashe,4,3,0.75
16.4,Varus,BOT,Draven,3,2,0.6667
16.4,Varus,BOT,Xayah,3,1,0.3333
16.4,Varus,BOT,Ziggs,3,1,0.3333
16.4,Varus,BOT,Lucian,3,2,0.6667
16.4,Varus,BOT,MissFortune,2,0,0.0
16.4,Varus,BOT,Brand,2,0,0.0
16.4,Varus,BOT,Twitch,2,1,0.5
16.4,Varus,BOT,Aphelios,2,1,0.5
16.4,Varus,BOT,Nilah,2,1,0.5
16.4,Varus,BOT,Zeri,2,1,0.5
16.4,Varus,BOT,KogMaw,2,0,0.0
16.4,Varus,BOT,Udyr,1,1,1.0
16.4,Varus,BOT,Swain,1,1,1.0
16.4,Varus,BOT,Vayne,1,1,1.0
16.4,Varus,BOT,Veigar,1,1,1.0
16.4,Varus,BOT,Tristana,1,1,1.0
16.4,Varus,BOT,Lux,1,1,1.0
16.4,Varus,BOT,Aurora,1,1,1.0
16.4,Varus,BOT,Senna,1,0,0.0
16.4,Varus,BOT,Corki,1,0,0.0
16.4,Varus,BOT,Seraphine,1,1,1.0
16.4,Varus,BOT,Heimerdinger,1,1,1.0
16.4,Vayne,BOT,Jinx,13,8,0.6154
16.4,Vayne,BOT,Kaisa,11,4,0.3636
16.4,Vayne,BOT,Ezreal,10,7,0.7
16.4,Vayne,BOT,Jhin,9,7,0.7778
16.4,Vayne,BOT,Caitlyn,9,6,0.6667
16.4,Vayne,BOT,Yunara,7,5,0.7143
16.4,Vayne,BOT,MissFortune,6,3,0.5
16.4,Vayne,BOT,Smolder,5,4,0.8
16.4,Vayne,BOT,Mel,4,2,0.5
16.4,Vayne,BOT,Aphelios,3,0,0.0
16.4,Vayne,BOT,Zeri,3,2,0.6667
16.4,Vayne,BOT,Twitch,3,3,1.0
16.4,Vayne,BOT,Sivir,3,2,0.6667
16.4,Vayne,BOT,Xayah,3,1,0.3333
16.4,Vayne,BOT,Tristana,3,2,0.6667
16.4,Vayne,BOT,Lucian,2,1,0.5
16.4,Vayne,BOT,Ashe,2,1,0.5
16.4,Vayne,BOT,Velkoz,2,1,0.5
16.4,Vayne,BOT,Teemo,1,1,1.0
16.4,Vayne,BOT,Corki,1,1,1.0
16.4,Vayne,BOT,Varus,1,0,0.0
16.4,Vayne,BOT,Draven,1,1,1.0
16.4,Vayne,BOT,AurelionSol,1,0,0.0
16.4,Vayne,BOT,Lux,1,0,0.0
16.4,Vayne,BOT,Veigar,1,0,0.0
16.4,Vayne,BOT,Katarina,1,1,1.0
16.4,Vayne,BOT,Seraphine,1,0,0.0
16.4,Vayne,BOT,Senna,1,0,0.0
16.4,Vayne,BOT,Ziggs,1,0,0.0
16.4,Veigar,BOT,Caitlyn,9,6,0.6667
16.4,Veigar,BOT,Ezreal,9,4,0.4444
16.4,Veigar,BOT,Yunara,5,3,0.6
16.4,Veigar,BOT,Twitch,5,2,0.4
16.4,Veigar,BOT,Kaisa,5,1,0.2
16.4,Veigar,BOT,Ashe,5,3,0.6
16.4,Veigar,BOT,Sivir,5,3,0.6
16.4,Veigar,BOT,Senna,4,4,1.0
16.4,Veigar,BOT,Smolder,3,0,0.0
16.4,Veigar,BOT,Jinx,3,1,0.3333
16.4,Veigar,BOT,Jhin,3,1,0.3333
16.4,Veigar,BOT,Ziggs,2,1,0.5
16.4,Veigar,BOT,Aphelios,2,2,1.0
